brand,model,year,variant,price_usd,battery_capacity_kwh,range_miles,charging_speed_kw,acceleration_0_60_mph,top_speed_mph,horsepower,torque_nm,drive_type,seating_capacity,body_type,cargo_volume_cubic_ft,weight_kg,safety_rating,autopilot_level,country_of_origin,market_segment,annual_sales_units,customer_rating,warranty_years,price_inr,price_per_kwh_inr,range_per_10k_inr,range_per_kwh,value_score,price_bucket
Tesla,Model 3,2025,Premium,152706.13,77.1,260.0,325.6,6.63,155.0,1000.0,857.0,AWD,5,SUV,42.1,1903.0,4,2,US,Luxury,172494,3.77,5,12750961.86,165382.13,0.2039,3.3722,20.3906,₹100–150L
BYD,Max,2023,Performance,26461.18,71.3,265.0,249.5,2.9,200.0,236.0,202.0,RWD,7,SUV,41.5,2379.0,3,2,China,Budget,226324,3.6,3,2209508.53,30988.9,1.1994,3.7167,119.9362,<₹25L
Tesla,Model 3,2026,Base,36489.36,45.5,150.0,253.7,7.97,131.0,247.0,226.0,AWD,5,Van,65.7,1500.0,3,2,US,Mid-range,214895,3.58,5,3046861.56,66963.99,0.4923,3.2967,49.231,₹25–50L
Rivian,R3,2021,Base,60978.95,84.5,304.0,61.5,6.47,153.0,150.0,200.0,FWD,5,Hatchback,16.8,1500.0,5,2,US,Mid-range,7599,3.41,6,5091742.32,60257.31,0.597,3.5976,59.7045,₹50–75L
Ford,F-150 Lightning,2025,Base,57536.04,73.3,254.0,69.5,7.43,139.0,619.0,529.0,FWD,4,Truck,74.1,2341.0,4,1,US,Mid-range,44164,3.54,4,4804259.34,65542.42,0.5287,3.4652,52.8698,₹25–50L
BMW,i3,2025,Performance,162822.68,70.6,255.0,193.4,2.76,200.0,1000.0,867.0,AWD,7,Truck,62.6,2729.0,5,1,Germany,Luxury,48304,3.22,7,13595693.78,192573.57,0.1876,3.6119,18.7559,₹100–150L
Mercedes,EQG,2023,Long Range,163924.89,83.9,285.0,119.9,4.66,180.0,1000.0,946.0,AWD,5,Coupe,27.2,1540.0,4,1,Germany,Luxury,50822,3.77,6,13687728.32,163143.36,0.2082,3.3969,20.8216,₹100–150L
Ford,F-150 Lightning,2024,Long Range,54997.37,100.7,353.0,144.1,4.35,183.0,523.0,469.0,FWD,2,Truck,60.8,2427.0,5,0,US,Mid-range,49671,3.66,3,4592280.4,45603.58,0.7687,3.5055,76.8681,₹25–50L
Tesla,Model Y,2026,Standard,96644.91,76.4,244.0,238.4,5.98,164.0,684.0,604.0,RWD,5,Sedan,28.9,1500.0,5,2,US,Premium,408778,4.03,4,8069849.98,105626.31,0.3024,3.1937,30.236,₹75–100L
Audi,e-tron,2025,Standard,72972.25,58.0,223.0,129.9,7.8,139.0,409.0,398.0,FWD,7,SUV,63.6,1928.0,5,1,Germany,Premium,23427,3.35,5,6093182.88,105054.88,0.366,3.8448,36.5983,₹50–75L
Kia,Niro EV,2023,Premium,38796.18,49.4,150.0,141.2,5.12,168.0,376.0,343.0,RWD,7,Coupe,38.4,1751.0,5,1,South Korea,Mid-range,146563,3.09,4,3239481.03,65576.54,0.463,3.0364,46.3037,₹25–50L
Ford,Mustang Mach-E,2023,Base,59885.41,65.9,231.0,81.2,6.28,148.0,667.0,623.0,AWD,5,Truck,65.7,2597.0,4,1,US,Mid-range,28589,3.5,4,5000431.74,75879.09,0.462,3.5053,46.196,₹50–75L
Audi,Q6 e-tron,2024,Long Range,130606.12,106.6,385.0,58.2,5.2,169.0,1000.0,873.0,RWD,7,SUV,61.8,2080.0,5,2,Germany,Luxury,39897,3.7,7,10905611.02,102304.04,0.353,3.6116,35.3029,₹100–150L
BYD,Atto 3,2024,Long Range,47823.41,77.2,258.0,118.3,4.47,182.0,535.0,460.0,RWD,7,Coupe,33.5,1500.0,5,0,China,Mid-range,108045,3.61,4,3993254.74,51726.1,0.6461,3.342,64.609,₹25–50L
Tesla,Model S,2023,Performance,65004.86,111.0,405.0,260.3,3.66,200.0,448.0,345.0,RWD,7,Truck,71.3,2744.0,4,3,US,Premium,208805,4.34,4,5427905.81,48900.05,0.7461,3.6486,74.6144,₹50–75L
BYD,Qin,2024,Standard,21712.4,83.3,307.0,77.1,5.75,171.0,190.0,200.0,RWD,5,Van,78.2,1628.0,4,0,China,Budget,169389,3.37,3,1812985.4,21764.53,1.6933,3.6855,169.334,<₹25L
Volkswagen,ID. Aero,2024,Long Range,54335.65,77.6,286.0,91.5,4.84,186.0,485.0,454.0,RWD,7,Sedan,18.4,1630.0,5,0,Germany,Mid-range,284565,3.65,3,4537026.78,58466.84,0.6304,3.6856,63.0369,₹25–50L
Ford,Explorer EV,2024,Base,53737.95,61.5,226.0,78.1,7.47,152.0,555.0,526.0,RWD,7,Sedan,32.6,1500.0,3,1,US,Mid-range,62660,3.28,3,4487118.82,72961.28,0.5037,3.6748,50.3664,₹25–50L
Mercedes,GLE EV,2026,Standard,68994.81,48.5,168.0,130.2,6.02,157.0,287.0,240.0,FWD,7,Van,60.2,1568.0,5,1,Germany,Premium,79213,3.77,7,5761066.64,118784.88,0.2916,3.4639,29.1613,₹50–75L
Tesla,Model Y,2024,Base,105607.38,44.4,150.0,201.0,6.21,163.0,784.0,689.0,FWD,7,Van,79.8,1500.0,4,2,US,Luxury,422392,3.52,5,8818216.23,198608.47,0.1701,3.3784,17.0102,₹75–100L
Hyundai,i30,2025,Performance,97964.98,106.9,392.0,183.9,3.92,192.0,1000.0,914.0,RWD,7,Truck,59.8,2842.0,4,0,South Korea,Premium,98285,3.82,3,8180075.83,76520.82,0.4792,3.667,47.9213,₹75–100L
Volkswagen,ID. Buzz,2025,Standard,60229.21,40.6,150.0,137.8,7.86,145.0,580.0,569.0,FWD,7,SUV,45.9,2260.0,5,1,Germany,Mid-range,215577,3.2,4,5029139.04,123870.42,0.2983,3.6946,29.8262,₹50–75L
BYD,Leaf 50X,2025,Premium,41881.7,82.8,280.0,147.0,7.2,138.0,459.0,427.0,AWD,7,SUV,61.7,2237.0,4,1,China,Mid-range,128802,3.46,3,3497121.95,42235.77,0.8007,3.3816,80.0658,₹25–50L
Tesla,Model 3,2024,Long Range,138760.96,99.4,376.0,338.9,5.24,175.0,1000.0,928.0,FWD,5,Sedan,19.9,1500.0,5,2,US,Luxury,204411,3.95,5,11586540.16,116564.79,0.3245,3.7827,32.4514,₹100–150L
BYD,Atto 3,2025,Long Range,90653.56,81.3,304.0,52.5,5.38,164.0,1000.0,895.0,FWD,5,Van,64.0,1500.0,5,0,China,Premium,227338,3.64,4,7569572.26,93106.67,0.4016,3.7392,40.1608,₹75–100L
NIO,EL8,2022,Base,53544.18,45.0,186.0,121.5,5.72,172.0,279.0,237.0,AWD,7,SUV,40.8,1956.0,4,1,China,Mid-range,10495,3.38,5,4470939.03,99354.2,0.416,4.1333,41.602,₹25–50L
BYD,Dolphin,2025,Long Range,27390.16,86.0,278.0,137.3,4.17,187.0,321.0,285.0,AWD,7,Coupe,19.8,1616.0,4,0,China,Budget,146828,3.67,4,2287078.36,26593.93,1.2155,3.2326,121.5525,<₹25L
Hyundai,Ioniq 5,2025,Long Range,94028.85,102.7,334.0,104.5,4.08,194.0,1000.0,949.0,AWD,5,SUV,55.4,2407.0,4,1,South Korea,Premium,71912,3.59,3,7851408.98,76449.94,0.4254,3.2522,42.5401,₹75–100L
GM/Chevrolet,Bolt EV,2025,Premium,59620.99,44.8,150.0,111.3,7.42,142.0,825.0,763.0,RWD,7,Coupe,20.1,1744.0,5,0,US,Mid-range,21979,3.27,4,4978352.66,111123.94,0.3013,3.3482,30.1304,₹25–50L
Volkswagen,ID. Buzz,2025,Performance,78713.93,85.5,300.0,199.7,2.86,200.0,812.0,761.0,AWD,5,Truck,60.2,2608.0,4,0,Germany,Premium,216549,3.66,4,6572613.15,76872.67,0.4564,3.5088,45.6439,₹50–75L
Fisker,Ocean,2022,Long Range,59484.88,82.4,287.0,106.0,5.72,163.0,389.0,407.0,RWD,7,Hatchback,19.8,1611.0,5,0,US,Mid-range,23860,3.43,5,4966987.48,60278.97,0.5778,3.483,57.7815,₹25–50L
Toyota,bZ4X,2025,Performance,62345.64,105.4,377.0,208.3,2.75,200.0,708.0,618.0,AWD,5,Truck,68.7,2450.0,5,0,Japan,Mid-range,15819,4.18,3,5205860.94,49391.47,0.7242,3.5769,72.4184,₹50–75L
BYD,Dolphin,2023,Performance,33904.31,91.8,310.0,177.7,3.62,200.0,356.0,315.0,RWD,5,Sedan,33.1,1623.0,4,2,China,Budget,106140,3.65,3,2831009.88,30838.89,1.095,3.3769,109.5016,₹25–50L
Hyundai,Kona Electric,2025,Long Range,40497.64,109.0,417.0,73.7,4.97,177.0,340.0,302.0,AWD,7,SUV,41.8,2284.0,3,1,South Korea,Mid-range,61921,3.92,3,3381552.94,31023.42,1.2332,3.8257,123.3161,₹25–50L
BYD,Dolphin,2024,Premium,89340.39,64.6,223.0,111.7,7.58,132.0,1000.0,861.0,AWD,7,Van,67.3,1633.0,5,2,China,Premium,229760,3.35,4,7459922.56,115478.68,0.2989,3.452,29.8931,₹50–75L
BYD,Seagull,2023,Long Range,77902.26,85.2,288.0,67.0,4.19,183.0,837.0,747.0,AWD,5,SUV,54.1,1861.0,5,1,China,Premium,177211,3.38,3,6504838.71,76347.87,0.4427,3.3803,44.2747,₹50–75L
Tesla,Model S,2025,Standard,67489.81,67.1,239.0,339.9,6.73,146.0,480.0,402.0,RWD,5,Coupe,28.4,1692.0,4,2,US,Premium,226745,3.61,5,5635399.14,83985.08,0.4241,3.5618,42.4105,₹50–75L
Kia,Sportage EV,2025,Performance,99993.15,93.7,336.0,154.0,3.15,196.0,1000.0,897.0,RWD,5,SUV,39.6,2114.0,4,1,South Korea,Premium,52100,3.59,3,8349428.02,89108.09,0.4024,3.5859,40.2423,₹75–100L
Hyundai,Ioniq,2024,Base,29445.04,64.2,222.0,133.0,5.4,173.0,180.0,200.0,FWD,7,Hatchback,30.7,1684.0,5,2,South Korea,Budget,53245,3.2,3,2458660.84,38296.9,0.9029,3.4579,90.2931,<₹25L
Tesla,Cybertruck,2024,Long Range,57586.87,108.4,364.0,235.9,5.26,163.0,428.0,397.0,RWD,5,Truck,69.6,2629.0,4,2,US,Mid-range,136381,3.84,4,4808503.65,44358.89,0.757,3.3579,75.6992,₹25–50L
BYD,Dolphin,2023,Standard,50127.13,47.6,150.0,55.7,6.75,140.0,584.0,556.0,FWD,7,Sedan,29.6,1618.0,4,1,China,Mid-range,176192,3.19,4,4185615.36,87933.1,0.3584,3.1513,35.837,₹25–50L
Audi,Q6 e-tron,2024,Standard,112837.91,61.0,222.0,121.7,6.33,144.0,864.0,787.0,FWD,7,Sedan,17.1,1591.0,3,1,Germany,Luxury,45029,3.56,8,9421965.48,154458.45,0.2356,3.6393,23.562,₹75–100L
BYD,Max,2023,Premium,29372.26,77.0,257.0,100.3,7.52,129.0,322.0,336.0,AWD,5,Hatchback,34.5,1500.0,4,0,China,Budget,240988,3.46,4,2452583.71,31851.74,1.0479,3.3377,104.7875,<₹25L
Tesla,Model Y,2024,Base,40219.61,80.1,308.0,347.6,5.15,171.0,274.0,232.0,AWD,5,Coupe,17.0,1547.0,5,2,US,Mid-range,429025,3.73,5,3358337.44,41926.81,0.9171,3.8452,91.712,₹25–50L
Hyundai,i30,2025,Base,51159.74,75.6,278.0,128.5,6.46,153.0,573.0,520.0,AWD,5,Van,79.0,1683.0,5,1,South Korea,Mid-range,89226,3.67,4,4271838.29,56505.8,0.6508,3.6772,65.0774,₹25–50L
Porsche,Taycan,2024,Premium,142936.98,54.2,186.0,345.0,7.83,130.0,677.0,554.0,RWD,5,SUV,67.8,2128.0,5,2,Germany,Luxury,23751,3.87,5,11935237.83,220207.34,0.1558,3.4317,15.5841,₹100–150L
BYD,Qin,2024,Performance,99381.36,80.7,289.0,159.7,2.61,200.0,1000.0,891.0,AWD,5,Truck,68.3,2757.0,4,0,China,Premium,152043,3.48,4,8298343.56,102829.54,0.3483,3.5812,34.8262,₹75–100L
BMW,i3,2024,Premium,109123.19,75.8,284.0,68.8,7.25,136.0,922.0,817.0,AWD,5,Van,68.9,1611.0,5,1,Germany,Luxury,54152,3.63,8,9111786.36,120208.26,0.3117,3.7467,31.1684,₹75–100L
Ford,F-150 Lightning,2026,Standard,51712.72,44.2,150.0,136.7,5.73,160.0,475.0,390.0,RWD,4,Truck,59.7,2391.0,4,0,US,Mid-range,26384,3.09,5,4318012.12,97692.58,0.3474,3.3937,34.7382,₹25–50L
BYD,Seagull,2024,Base,19470.99,82.7,291.0,127.9,6.57,159.0,204.0,201.0,FWD,5,Truck,68.2,2552.0,3,1,China,Budget,210937,3.48,3,1625827.66,19659.34,1.7899,3.5187,178.9858,<₹25L
GM/Chevrolet,Blazer EV,2025,Standard,46970.49,53.9,191.0,61.9,5.21,174.0,476.0,426.0,AWD,7,SUV,45.1,1866.0,4,1,US,Mid-range,6914,3.21,4,3922035.92,72765.04,0.487,3.5436,48.6992,₹25–50L
Volkswagen,ID. Buzz,2025,Long Range,93619.57,83.5,289.0,76.7,5.01,172.0,1000.0,912.0,RWD,5,Sedan,19.6,1697.0,5,1,Germany,Premium,222583,3.38,3,7817234.1,93619.57,0.3697,3.4611,36.9696,₹75–100L
BMW,iX,2025,Long Range,124852.49,85.3,324.0,119.3,5.97,158.0,1000.0,865.0,FWD,7,Sedan,24.9,1872.0,3,1,Germany,Luxury,51096,3.39,7,10425182.92,122217.85,0.3108,3.7984,31.0786,₹100–150L
BMW,i5,2025,Standard,97046.62,60.0,209.0,79.6,7.79,131.0,788.0,683.0,AWD,5,Hatchback,18.3,1510.0,5,2,Germany,Premium,66065,3.41,5,8103392.77,135056.55,0.2579,3.4833,25.7917,₹75–100L
Hyundai,Ioniq,2021,Premium,81529.22,52.0,173.0,132.4,5.26,175.0,1000.0,933.0,AWD,5,Truck,70.7,2400.0,4,0,South Korea,Premium,137712,3.33,4,6807689.87,130917.11,0.2541,3.3269,25.4124,₹50–75L
Tesla,Model 3,2023,Premium,123494.48,79.1,283.0,211.3,5.34,175.0,888.0,781.0,AWD,7,SUV,68.9,2083.0,5,3,US,Luxury,228731,3.4,4,10311789.08,130363.96,0.2744,3.5777,27.4443,₹100–150L
Mercedes,GLE EV,2024,Premium,194076.68,41.1,160.0,133.6,7.92,136.0,1000.0,932.0,RWD,5,Hatchback,39.6,1581.0,3,1,Germany,Luxury,69583,3.65,7,16205402.78,394292.04,0.0987,3.8929,9.8733,₹150–200L
BYD,Qin,2021,Standard,47541.74,75.3,274.0,83.8,7.74,133.0,520.0,490.0,FWD,5,SUV,46.0,2063.0,3,1,China,Mid-range,230454,3.4,5,3969735.29,52718.93,0.6902,3.6388,69.0222,₹25–50L
Tesla,Model S,2022,Long Range,133033.76,83.6,310.0,331.6,4.49,181.0,932.0,846.0,AWD,7,Coupe,34.0,1500.0,5,2,US,Luxury,213496,3.81,5,11108318.96,132874.63,0.2791,3.7081,27.907,₹100–150L
Tesla,Model X,2023,Premium,41055.46,66.5,234.0,322.9,5.98,157.0,305.0,223.0,AWD,5,Truck,57.8,2601.0,5,3,US,Mid-range,203412,3.84,4,3428130.91,51550.84,0.6826,3.5188,68.2588,₹25–50L
Kia,EV6,2022,Base,59652.7,67.9,238.0,84.3,5.99,156.0,588.0,557.0,RWD,5,SUV,64.2,1917.0,5,0,South Korea,Mid-range,145797,3.55,3,4981000.45,73357.89,0.4778,3.5052,47.7816,₹25–50L
BMW,i4,2023,Long Range,76874.69,96.7,338.0,51.5,5.84,159.0,528.0,453.0,AWD,7,Sedan,23.8,1596.0,5,2,Germany,Premium,29925,3.89,5,6419036.62,66380.94,0.5266,3.4953,52.6559,₹50–75L
Tesla,Model Y,2024,Standard,31623.12,77.5,246.0,331.8,5.59,165.0,161.0,200.0,FWD,7,Hatchback,28.0,1500.0,5,2,US,Budget,457458,3.75,5,2640530.52,34071.36,0.9316,3.1742,93.1631,₹25–50L
Hyundai,Kona Electric,2025,Long Range,43168.2,97.5,334.0,115.6,5.07,179.0,444.0,434.0,FWD,5,Van,63.4,1663.0,4,0,South Korea,Mid-range,84174,3.27,3,3604544.7,36969.69,0.9266,3.4256,92.6608,₹25–50L
BYD,Leaf 50X,2024,Base,77144.36,70.9,259.0,60.7,7.34,137.0,850.0,788.0,FWD,5,Hatchback,22.8,1656.0,4,0,China,Premium,140199,3.58,5,6441554.06,90854.08,0.4021,3.653,40.2077,₹50–75L
BMW,i5,2023,Base,58951.66,72.4,252.0,112.7,5.44,167.0,253.0,248.0,FWD,5,Van,63.5,1615.0,5,1,Germany,Mid-range,20422,3.39,8,4922463.61,67989.83,0.5119,3.4807,51.1939,₹25–50L
Tesla,Cybertruck,2023,Base,113861.27,81.2,306.0,220.4,7.93,131.0,809.0,719.0,AWD,7,Truck,61.3,2449.0,5,2,US,Luxury,162424,3.82,4,9507416.04,117086.4,0.3219,3.7685,32.1854,₹75–100L
GM/Chevrolet,Blazer EV,2022,Base,24572.41,46.5,182.0,128.7,5.73,168.0,150.0,200.0,AWD,7,Truck,60.8,2500.0,4,1,US,Budget,9346,3.53,3,2051796.24,44124.65,0.887,3.914,88.7028,<₹25L
Volkswagen,ID.4,2025,Premium,67323.21,57.6,187.0,141.0,5.46,172.0,684.0,618.0,RWD,5,Van,64.2,1500.0,5,0,Germany,Premium,295974,3.47,5,5621488.04,97595.28,0.3327,3.2465,33.2652,₹50–75L
NIO,ET6,2025,Long Range,108463.22,80.0,263.0,101.8,4.01,200.0,1000.0,882.0,FWD,7,SUV,41.2,1856.0,3,1,China,Luxury,18130,3.2,4,9056678.87,113208.49,0.2904,3.2875,29.0393,₹75–100L
Tesla,Model X,2025,Base,71274.6,49.2,150.0,349.3,6.44,160.0,586.0,509.0,RWD,7,Van,60.0,1837.0,5,2,US,Premium,132658,3.6,4,5951429.1,120964.01,0.252,3.0488,25.204,₹50–75L
BYD,Leaf 50X,2024,Standard,55111.29,68.4,223.0,87.6,5.3,171.0,566.0,572.0,RWD,5,Hatchback,25.2,1630.0,4,1,China,Mid-range,112631,3.46,5,4601792.72,67277.67,0.4846,3.2602,48.4594,₹25–50L
Tesla,Model 3,2025,Standard,132101.43,47.9,150.0,307.6,7.33,144.0,997.0,944.0,RWD,5,SUV,35.9,1751.0,5,3,US,Luxury,220080,3.43,6,11030469.4,230281.2,0.136,3.1315,13.5987,₹100–150L
Rivian,R3,2023,Performance,104608.91,116.3,395.0,220.2,3.1,200.0,1000.0,932.0,RWD,7,Sedan,15.8,1647.0,5,1,US,Luxury,4453,3.72,4,8734843.98,75106.14,0.4522,3.3964,45.2212,₹75–100L
Audi,e-tron GT,2026,Performance,126813.57,114.9,393.0,230.5,4.2,190.0,1000.0,899.0,AWD,5,Sedan,21.8,1634.0,5,1,Germany,Luxury,35466,3.84,7,10588933.1,92157.82,0.3711,3.4204,37.1142,₹100–150L
BYD,Atto 3,2026,Premium,102365.27,40.6,150.0,99.9,5.22,182.0,1000.0,960.0,RWD,5,Sedan,35.5,1770.0,4,1,China,Luxury,112568,3.22,4,8547500.04,210529.56,0.1755,3.6946,17.549,₹75–100L
BMW,i5,2025,Premium,71335.77,45.4,168.0,70.7,7.21,143.0,436.0,426.0,RWD,7,Hatchback,25.4,1688.0,4,2,Germany,Premium,26069,3.19,7,5956536.8,131201.25,0.282,3.7004,28.2043,₹50–75L
Ford,E-Transit,2026,Performance,52666.03,83.7,310.0,230.2,3.27,197.0,496.0,444.0,AWD,5,SUV,59.5,1927.0,5,1,US,Mid-range,76169,3.67,4,4397613.5,52540.19,0.7049,3.7037,70.4928,₹25–50L
Kia,EV9,2024,Premium,65472.17,78.2,224.0,99.0,7.54,133.0,716.0,680.0,AWD,5,SUV,55.0,2132.0,4,0,South Korea,Premium,60682,3.3,3,5466926.2,69909.54,0.4097,2.8645,40.9737,₹50–75L
Hyundai,i30,2022,Standard,35583.1,60.1,220.0,137.7,5.87,157.0,272.0,230.0,FWD,5,Sedan,19.6,1500.0,5,0,South Korea,Mid-range,116403,3.38,3,2971188.85,49437.42,0.7404,3.6606,74.0444,₹25–50L
BYD,Dolphin,2025,Base,62107.84,82.5,291.0,96.3,7.45,142.0,648.0,600.0,RWD,5,Truck,77.2,2468.0,4,0,China,Mid-range,129397,3.55,5,5186004.64,62860.66,0.5611,3.5273,56.1126,₹50–75L
Tesla,Model S,2024,Performance,119857.21,83.5,307.0,348.4,3.03,200.0,861.0,780.0,AWD,5,Truck,74.1,2510.0,4,2,US,Luxury,142701,4.14,5,10008077.04,119857.21,0.3068,3.6766,30.6752,₹100–150L
Audi,e-tron GT,2025,Long Range,70111.18,75.6,262.0,143.3,5.27,166.0,375.0,380.0,FWD,5,Coupe,18.0,1548.0,3,1,Germany,Premium,79614,3.53,5,5854283.53,77437.61,0.4475,3.4656,44.7536,₹50–75L
Audi,Q6 e-tron,2025,Premium,138510.75,62.7,204.0,124.6,7.99,133.0,1000.0,963.0,RWD,5,Coupe,37.2,1588.0,4,1,Germany,Luxury,58972,3.24,6,11565647.62,184460.09,0.1764,3.2536,17.6384,₹100–150L
BMW,iX,2023,Base,90267.93,63.0,260.0,67.1,5.59,172.0,713.0,591.0,AWD,5,Hatchback,24.7,1500.0,4,1,Germany,Premium,26056,3.46,5,7537372.15,119640.83,0.3449,4.127,34.4948,₹75–100L
BYD,Max,2020,Base,67729.77,44.2,157.0,50.1,7.68,137.0,692.0,628.0,RWD,7,Truck,60.1,2386.0,4,0,China,Premium,160145,3.2,4,5655435.8,127951.04,0.2776,3.552,27.7609,₹50–75L
BYD,Yuan Plus,2022,Standard,27939.32,56.5,182.0,129.8,7.12,141.0,254.0,200.0,AWD,7,SUV,68.5,1964.0,5,0,China,Budget,100593,3.2,4,2332933.22,41290.85,0.7801,3.2212,78.0134,<₹25L
GM/Chevrolet,Bolt EUV,2026,Long Range,70455.09,97.8,367.0,125.7,5.21,173.0,972.0,860.0,RWD,5,Truck,76.8,2305.0,4,0,US,Premium,1598,3.6,5,5883000.02,60153.37,0.6238,3.7526,62.3831,₹50–75L
Audi,e-tron GT,2025,Base,104530.78,61.3,194.0,96.2,7.71,135.0,795.0,707.0,RWD,7,SUV,50.8,2104.0,5,2,Germany,Luxury,52472,3.51,8,8728320.13,142386.95,0.2223,3.1648,22.2265,₹75–100L
Audi,Q6 e-tron,2025,Long Range,97248.51,90.6,304.0,80.3,5.49,168.0,720.0,612.0,RWD,5,Van,75.7,1500.0,5,1,Germany,Premium,46587,3.19,6,8120250.58,89627.49,0.3744,3.3554,37.4373,₹75–100L
Ford,Explorer EV,2024,Performance,105603.42,114.4,427.0,181.6,3.18,200.0,1000.0,860.0,AWD,5,Van,72.4,2052.0,4,0,US,Luxury,31600,4.03,5,8817885.57,77079.42,0.4842,3.7325,48.4243,₹75–100L
BMW,iX,2025,Standard,55554.9,41.7,151.0,100.9,5.73,173.0,203.0,200.0,AWD,5,Van,73.3,1646.0,5,2,Germany,Mid-range,69514,3.1,8,4638834.15,111243.03,0.3255,3.6211,32.5513,₹25–50L
Tesla,Cybertruck,2026,Base,50614.31,85.0,304.0,267.0,6.34,152.0,315.0,263.0,RWD,7,Truck,66.2,2227.0,5,2,US,Mid-range,175527,4.02,4,4226294.88,49721.12,0.7193,3.5765,71.9306,₹25–50L
Tesla,Model Y,2025,Base,42292.45,67.3,240.0,307.7,6.74,159.0,313.0,323.0,RWD,7,Truck,79.8,2648.0,4,2,US,Mid-range,472726,3.66,5,3531419.58,52472.8,0.6796,3.5661,67.9613,₹25–50L
Audi,Q4 e-tron,2026,Long Range,94110.46,90.4,323.0,138.2,4.41,188.0,644.0,602.0,FWD,5,Sedan,33.7,1508.0,4,1,Germany,Premium,38660,3.57,8,7858223.41,86927.25,0.411,3.573,41.1034,₹75–100L
Kia,EV9,2025,Standard,77483.58,46.2,176.0,60.3,7.19,133.0,950.0,840.0,FWD,5,SUV,60.7,1989.0,3,1,South Korea,Premium,116585,3.02,4,6469878.93,140040.67,0.272,3.8095,27.203,₹50–75L
Tesla,Model Y,2022,Long Range,112382.86,81.9,270.0,243.2,5.21,182.0,816.0,719.0,FWD,5,Coupe,25.1,1583.0,4,2,US,Luxury,494879,3.77,4,9383968.81,114578.37,0.2877,3.2967,28.7725,₹75–100L
Tesla,Model X,2025,Premium,112066.22,43.2,167.0,297.1,7.91,134.0,825.0,749.0,FWD,5,Van,75.0,1720.0,4,2,US,Luxury,245565,3.75,4,9357529.37,216609.48,0.1785,3.8657,17.8466,₹75–100L
BMW,i7,2024,Long Range,93724.2,100.0,326.0,91.1,4.44,188.0,725.0,651.0,AWD,7,Van,72.2,1614.0,4,1,Germany,Premium,36760,3.63,6,7825970.7,78259.71,0.4166,3.26,41.6562,₹75–100L
Tesla,Cybertruck,2021,Base,98646.08,76.0,242.0,326.8,7.18,143.0,690.0,602.0,RWD,5,Truck,52.0,2415.0,5,2,US,Premium,235244,3.9,6,8236947.68,108380.89,0.2938,3.1842,29.3798,₹75–100L
Tesla,Cybertruck,2023,Base,46210.19,70.1,244.0,291.0,5.57,171.0,310.0,227.0,AWD,5,Truck,65.1,2463.0,4,2,US,Mid-range,187848,3.58,4,3858550.86,55043.52,0.6324,3.4807,63.2362,₹25–50L
Kia,EV6,2021,Long Range,66633.95,75.1,272.0,109.4,5.22,170.0,795.0,688.0,AWD,7,Coupe,29.0,1500.0,5,0,South Korea,Premium,57850,3.25,5,5563934.82,74087.01,0.4889,3.6218,48.8863,₹50–75L
GM/Chevrolet,Silverado EV,2026,Performance,65284.93,116.3,439.0,241.3,4.25,186.0,776.0,701.0,AWD,7,Coupe,19.8,1566.0,4,0,US,Premium,25704,4.19,4,5451291.66,46872.67,0.8053,3.7747,80.5314,₹50–75L
BMW,i3,2023,Premium,137951.81,60.1,220.0,71.2,6.56,152.0,1000.0,895.0,RWD,7,Hatchback,22.7,1654.0,4,1,Germany,Luxury,26110,3.46,7,11518976.14,191663.5,0.191,3.6606,19.0989,₹100–150L
BYD,Seagull,2024,Standard,32276.7,53.8,220.0,127.9,7.3,142.0,314.0,266.0,RWD,5,Hatchback,18.5,1646.0,5,0,China,Budget,236029,3.7,4,2695104.45,50094.88,0.8163,4.0892,81.6295,₹25–50L
GM/Chevrolet,Bolt EV,2024,Standard,61070.92,75.7,280.0,76.8,6.23,156.0,808.0,740.0,AWD,7,Hatchback,25.2,1883.0,5,0,US,Mid-range,2434,3.31,4,5099421.82,67363.56,0.5491,3.6988,54.9082,₹50–75L
BYD,Seagull,2025,Base,67469.58,57.5,191.0,57.3,7.8,138.0,780.0,688.0,AWD,7,Hatchback,21.2,1654.0,4,1,China,Premium,179136,3.46,4,5633709.93,97977.56,0.339,3.3217,33.9031,₹50–75L
BYD,Seagull,2025,Long Range,48990.53,99.3,357.0,57.3,5.58,156.0,540.0,454.0,RWD,5,SUV,58.2,2202.0,4,1,China,Mid-range,211809,3.67,4,4090709.26,41195.46,0.8727,3.5952,87.2709,₹25–50L
GM/Chevrolet,Bolt EV,2024,Base,56305.37,52.0,170.0,83.9,6.49,149.0,652.0,577.0,AWD,5,Van,61.8,1500.0,4,1,US,Mid-range,2728,3.2,5,4701498.4,90413.43,0.3616,3.2692,36.1587,₹25–50L
BMW,i5,2021,Standard,94181.96,40.8,160.0,97.4,5.01,176.0,738.0,659.0,AWD,7,Coupe,38.6,1626.0,5,1,Germany,Premium,79673,3.08,7,7864193.66,192749.84,0.2035,3.9216,20.3454,₹75–100L
Mercedes,GLE EV,2025,Long Range,122338.76,85.1,270.0,58.6,4.0,193.0,741.0,661.0,FWD,7,Hatchback,16.6,1843.0,3,2,Germany,Luxury,52641,4.06,7,10215286.46,120038.62,0.2643,3.1727,26.431,₹100–150L
