brand,model,year,variant,horsepower,torque_nm,acceleration_0_60_mph,top_speed_mph,price_inr,market_segment,power_to_price
Volkswagen,ID. Aero,2021,Standard,628.0,523.0,7.28,137.0,5042769.58,Mid-range,124.5347
Ford,F-150 Lightning,2024,Standard,628.0,589.0,6.46,154.0,4993097.93,Mid-range,125.7736
Hyundai,Kona Electric,2025,Standard,628.0,566.0,6.74,147.0,4468525.88,Mid-range,140.5385
BMW,i4,2025,Standard,627.0,638.0,6.92,143.0,7061483.94,Premium,88.7915
Porsche,Taycan,2023,Base,626.0,548.0,7.46,148.0,12129442.13,Luxury,51.61
GM/Chevrolet,Silverado EV,2021,Premium,624.0,587.0,6.26,163.0,4458556.82,Mid-range,139.9556
Rivian,R1T,2025,Standard,624.0,547.0,5.92,171.0,6570888.04,Premium,94.9643
GM/Chevrolet,Bolt EUV,2024,Standard,623.0,533.0,7.4,145.0,4426118.74,Mid-range,140.7554
GM/Chevrolet,Bolt EV,2024,Premium,623.0,597.0,5.26,171.0,4361433.79,Mid-range,142.8429
BYD,Atto 3,2024,Long Range,623.0,633.0,4.71,182.0,4454484.52,Mid-range,139.8591
Mercedes,EQG,2026,Premium,622.0,619.0,6.09,161.0,9620166.93,Luxury,64.6558
Ford,F-150 Lightning,2024,Standard,622.0,610.0,7.97,131.0,5080934.08,Mid-range,122.4184
Rivian,R3,2025,Base,622.0,542.0,5.92,161.0,6520364.7,Premium,95.3934
Tesla,Cybertruck,2026,Standard,622.0,531.0,6.99,148.0,6746541.98,Premium,92.1954
Polestar,4,2023,Performance,621.0,569.0,3.86,185.0,7590470.64,Premium,81.8131
Hyundai,Ioniq 6,2026,Premium,621.0,572.0,5.85,161.0,4712155.5,Mid-range,131.7868
Volkswagen,ID.3,2025,Standard,621.0,524.0,6.29,159.0,5247174.24,Mid-range,118.3494
GM/Chevrolet,Equinox EV,2023,Long Range,620.0,579.0,4.7,184.0,4431239.79,Mid-range,139.9157
BYD,Seagull,2022,Long Range,620.0,527.0,4.3,186.0,4445311.21,Mid-range,139.4728
Volkswagen,ID.5,2025,Standard,619.0,583.0,5.77,165.0,5081693.1,Mid-range,121.8098
BYD,Dolphin,2024,Standard,619.0,552.0,5.77,164.0,4791895.5,Mid-range,129.1764
Rivian,R2,2025,Base,619.0,525.0,5.83,158.0,6633876.27,Premium,93.3089
Ford,F-150 Lightning,2025,Base,619.0,529.0,7.43,139.0,4804259.34,Mid-range,128.844
Volkswagen,ID. Aero,2026,Standard,618.0,540.0,5.9,167.0,4995377.48,Mid-range,123.7144
Volvo,XC40 Recharge,2025,Long Range,617.0,519.0,4.64,183.0,6635327.5,Premium,92.9871
Tesla,Model 3,2025,Long Range,617.0,558.0,5.61,161.0,7097039.92,Premium,86.9377
BMW,i5,2025,Base,617.0,535.0,7.87,141.0,7069716.21,Premium,87.2737
Ford,Mustang Mach-E,2025,Performance,616.0,518.0,3.14,200.0,5055651.12,Mid-range,121.8439
Ford,Mustang Mach-E,2023,Premium,616.0,524.0,6.01,154.0,5135307.62,Mid-range,119.9539
Tesla,Model 3,2025,Base,616.0,518.0,7.27,141.0,7599756.68,Premium,81.0552
Tesla,Cybertruck,2022,Long Range,616.0,532.0,4.93,175.0,7408181.79,Premium,83.1513
Volkswagen,ID.4,2024,Performance,616.0,531.0,3.41,193.0,5096531.88,Mid-range,120.8665
Rivian,R2,2024,Standard,615.0,599.0,6.35,154.0,6545204.28,Premium,93.9619
Tesla,Model Y,2024,Long Range,614.0,573.0,5.5,167.0,7131684.9,Premium,86.0947
Kia,EV6,2025,Base,613.0,568.0,6.5,148.0,5053767.36,Mid-range,121.2957
GM/Chevrolet,Bolt EV,2024,Performance,612.0,507.0,2.85,200.0,4540393.5,Mid-range,134.7901
BMW,iX,2023,Premium,612.0,541.0,5.89,166.0,7187841.15,Premium,85.1438
BMW,i3,2024,Standard,612.0,505.0,5.09,169.0,7047894.32,Premium,86.8344
Volkswagen,ID. Aero,2025,Long Range,611.0,538.0,4.49,174.0,5153784.5,Mid-range,118.5537
BMW,i4,2025,Base,611.0,549.0,5.17,176.0,7058234.12,Premium,86.5656
BMW,i4,2024,Long Range,611.0,530.0,5.78,166.0,6992097.95,Premium,87.3844
Porsche,Macan Electric,2023,Long Range,611.0,473.0,4.35,179.0,11656156.62,Luxury,52.4187
Volkswagen,ID. Aero,2022,Long Range,611.0,632.0,5.38,171.0,5052495.66,Mid-range,120.9303
Kia,Niro EV,2024,Base,609.0,531.0,5.88,163.0,4705797.81,Mid-range,129.4148
Audi,Q6 e-tron,2022,Base,609.0,589.0,7.62,136.0,7339219.98,Premium,82.9788
BYD,Yuan Plus,2026,Premium,609.0,553.0,5.12,171.0,4904881.01,Mid-range,124.162
Mercedes,EQE,2021,Standard,608.0,588.0,5.16,169.0,9658079.27,Luxury,62.9525
Ford,Explorer EV,2025,Standard,608.0,572.0,7.12,140.0,4806837.82,Mid-range,126.4865
Mercedes,EQS,2024,Performance,607.0,502.0,3.81,187.0,9523111.54,Luxury,63.7397
BYD,Seagull,2025,Standard,606.0,573.0,7.79,125.0,4496114.28,Mid-range,134.7831
Ford,Explorer EV,2024,Performance,606.0,524.0,3.91,189.0,5128339.54,Mid-range,118.1669
Hyundai,Ioniq 5,2022,Premium,606.0,541.0,5.04,169.0,4633203.74,Mid-range,130.795
NIO,EC6,2025,Standard,606.0,548.0,6.59,143.0,6102177.5,Premium,99.3088
Hyundai,Kona Electric,2024,Standard,606.0,581.0,7.18,147.0,4476976.92,Mid-range,135.3592
Kia,Picanto EV,2024,Base,606.0,551.0,6.49,150.0,4813268.99,Mid-range,125.902
Fisker,Ronin,2024,Performance,605.0,533.0,3.66,198.0,6478535.38,Premium,93.3853
Tesla,Model Y,2025,Standard,605.0,592.0,6.03,164.0,7170827.2,Premium,84.3696
Hyundai,Ioniq,2021,Performance,603.0,568.0,3.67,196.0,4533155.72,Mid-range,133.0199
Tesla,Model X,2023,Performance,602.0,569.0,3.35,200.0,7051402.99,Premium,85.3731
Toyota,bZ4X,2022,Standard,602.0,520.0,6.0,163.0,4657275.12,Mid-range,129.2601
BYD,Atto 3,2024,Base,602.0,568.0,7.82,139.0,4205134.32,Mid-range,143.1583
BMW,i7,2024,Base,601.0,552.0,7.35,136.0,7046220.98,Premium,85.2939
Mercedes,EQG,2025,Long Range,601.0,537.0,5.58,166.0,9320980.58,Luxury,64.4782
Tesla,Model S,2023,Premium,599.0,590.0,7.3,143.0,7065946.18,Premium,84.7728
Kia,Niro EV,2024,Long Range,599.0,511.0,5.86,163.0,4680969.08,Mid-range,127.965
Tesla,Model Y,2026,Standard,599.0,573.0,7.6,130.0,6520369.71,Premium,91.866
Mercedes,EQE,2023,Standard,598.0,509.0,7.88,128.0,9366824.59,Luxury,63.8423
Toyota,bZ Compact SUV,2022,Performance,598.0,543.0,3.6,191.0,4738790.33,Mid-range,126.1925
GM/Chevrolet,Silverado EV,2025,Standard,597.0,521.0,7.48,140.0,4273294.53,Mid-range,139.7049
Tesla,Model S,2026,Base,597.0,558.0,7.87,138.0,7417512.08,Premium,80.4852
BYD,Leaf 50X,2025,Long Range,596.0,507.0,5.99,158.0,4298597.54,Mid-range,138.6499
Tesla,Model S,2026,Standard,595.0,529.0,6.12,153.0,6819718.88,Premium,87.247
BYD,Atto 3,2024,Performance,595.0,572.0,2.51,200.0,4492395.19,Mid-range,132.4461
BYD,Atto 3,2025,Long Range,593.0,555.0,4.35,185.0,4337496.84,Mid-range,136.7148
Tesla,Model 3,2022,Long Range,593.0,574.0,5.82,165.0,7064927.48,Premium,83.9358
BYD,Dolphin,2024,Standard,593.0,509.0,6.52,153.0,4278406.4,Mid-range,138.603
Kia,Niro EV,2025,Performance,592.0,524.0,4.41,184.0,4676443.38,Mid-range,126.5919
Mercedes,EQE,2025,Standard,592.0,542.0,7.97,132.0,8604226.6,Luxury,68.8034
Ford,Explorer EV,2025,Premium,592.0,477.0,5.94,161.0,4967859.22,Mid-range,119.166
Tesla,Model S,2024,Long Range,592.0,509.0,4.03,185.0,6279310.22,Premium,94.2779
Tesla,Model 3,2025,Long Range,592.0,522.0,4.72,182.0,7029912.6,Premium,84.2116
Volvo,XC90 Recharge,2024,Standard,591.0,512.0,6.98,135.0,6295115.1,Premium,93.8823
Kia,Sportage EV,2024,Standard,590.0,549.0,5.24,170.0,4725531.36,Mid-range,124.8537
Kia,EV6,2022,Base,588.0,557.0,5.99,156.0,4981000.45,Mid-range,118.0486
GM/Chevrolet,Bolt EV,2024,Premium,588.0,516.0,6.84,148.0,4145868.52,Mid-range,141.8279
Tesla,Cybertruck,2024,Long Range,588.0,584.0,5.93,160.0,6791160.21,Premium,86.5831
Hyundai,Ioniq 6,2022,Performance,588.0,539.0,3.2,200.0,4740161.4,Mid-range,124.0464
Tesla,Cybertruck,2025,Premium,587.0,518.0,6.51,155.0,6845143.8,Premium,85.7542
Ford,F-150 Lightning,2025,Long Range,587.0,498.0,5.45,173.0,4449019.44,Mid-range,131.9392
Mercedes,EQE,2025,Premium,587.0,561.0,6.48,148.0,9406357.67,Luxury,62.4046
Tesla,Model X,2025,Base,586.0,509.0,6.44,160.0,5951429.1,Premium,98.4637
BYD,Leaf 50X,2024,Performance,586.0,567.0,4.39,188.0,4692881.2,Mid-range,124.87
Tesla,Model Y,2022,Long Range,586.0,542.0,5.72,163.0,6661326.9,Premium,87.9705
Volkswagen,ID.3,2026,Base,586.0,478.0,5.23,168.0,4737352.46,Mid-range,123.6978
Ford,Explorer EV,2025,Base,586.0,492.0,6.03,164.0,4617910.72,Mid-range,126.8972
Volkswagen,ID.3,2026,Long Range,586.0,546.0,4.75,170.0,4778856.97,Mid-range,122.6235
Hyundai,Kona Electric,2025,Premium,584.0,538.0,7.37,142.0,4261577.81,Mid-range,137.0384
Volvo,XC90 Recharge,2022,Performance,584.0,519.0,3.78,191.0,6214749.69,Premium,93.97
BYD,Dolphin,2023,Standard,584.0,556.0,6.75,140.0,4185615.36,Mid-range,139.5255
Volkswagen,ID.3,2025,Performance,583.0,522.0,3.71,193.0,4869171.4,Mid-range,119.7329
Tesla,Model X,2022,Performance,581.0,500.0,3.07,200.0,6461208.29,Premium,89.9213
Tesla,Model 3,2025,Base,580.0,502.0,6.92,149.0,6728950.2,Premium,86.1947
Volkswagen,ID. Buzz,2025,Standard,580.0,569.0,7.86,145.0,5029139.04,Mid-range,115.3279
Volkswagen,ID. Aero,2023,Premium,580.0,557.0,5.68,175.0,5038191.27,Mid-range,115.1207
Hyundai,Ioniq,2024,Performance,578.0,543.0,4.02,188.0,4182310.42,Mid-range,138.2011
Tesla,Cybertruck,2025,Base,578.0,464.0,5.25,171.0,7348646.29,Premium,78.6539
Mercedes,EQS,2026,Premium,577.0,547.0,6.68,144.0,9080860.47,Luxury,63.5402
Volkswagen,ID. Aero,2024,Long Range,577.0,501.0,4.16,183.0,4969419.0,Mid-range,116.1102
Hyundai,Ioniq 6,2024,Base,577.0,530.0,7.58,132.0,4528618.32,Mid-range,127.4119
Volkswagen,ID.5,2023,Performance,574.0,499.0,4.17,191.0,5203080.39,Mid-range,110.3193
Ford,Explorer EV,2025,Premium,574.0,508.0,6.93,156.0,4730659.93,Mid-range,121.3361
Mercedes,EQE,2025,Performance,574.0,523.0,3.25,197.0,8655228.4,Luxury,66.3183
Hyundai,i30,2025,Base,573.0,520.0,6.46,153.0,4271838.29,Mid-range,134.1343
Kia,Niro EV,2023,Base,573.0,518.0,6.62,154.0,4477869.53,Mid-range,127.9626
BYD,Dolphin,2025,Base,572.0,578.0,5.11,178.0,4354031.51,Mid-range,131.3725
BYD,Qin,2022,Base,572.0,450.0,5.05,182.0,4270230.92,Mid-range,133.9506
Tesla,Model X,2025,Base,571.0,531.0,6.47,152.0,6413319.37,Premium,89.0335
Tesla,Cybertruck,2022,Base,570.0,470.0,6.44,147.0,6931467.76,Premium,82.2337
Ford,Explorer EV,2026,Base,570.0,527.0,5.68,167.0,4661673.07,Mid-range,122.2737
BMW,iX,2021,Standard,569.0,534.0,7.05,150.0,6874494.04,Premium,82.7697
Audi,Q4 e-tron,2025,Base,568.0,538.0,6.57,149.0,7024338.14,Premium,80.8617
GM/Chevrolet,Silverado EV,2025,Performance,568.0,519.0,3.44,199.0,4179275.2,Mid-range,135.9087
Kia,Niro EV,2025,Premium,568.0,443.0,7.64,133.0,4397502.45,Mid-range,129.1642
BYD,Qin,2024,Performance,567.0,531.0,4.31,190.0,4557253.82,Mid-range,124.417
GM/Chevrolet,Bolt EV,2024,Standard,566.0,525.0,7.81,140.0,3921542.43,Mid-range,144.331
Hyundai,Kona Electric,2024,Base,566.0,488.0,6.02,161.0,4360646.38,Mid-range,129.7973
BYD,Leaf 50X,2024,Standard,566.0,572.0,5.3,171.0,4601792.72,Mid-range,122.9955
GM/Chevrolet,Bolt EUV,2025,Long Range,565.0,508.0,5.09,177.0,4339078.34,Mid-range,130.212
Kia,EV9,2025,Long Range,564.0,536.0,5.58,167.0,4740526.3,Mid-range,118.9741
Volkswagen,ID. Buzz,2025,Performance,563.0,492.0,4.21,188.0,4843652.97,Mid-range,116.2346
Tesla,Model X,2024,Premium,563.0,540.0,5.58,169.0,6749427.74,Premium,83.4145
Hyundai,i30,2024,Base,563.0,541.0,7.64,135.0,4495370.3,Mid-range,125.24
Tesla,Model Y,2026,Long Range,562.0,518.0,4.82,180.0,6991324.74,Premium,80.3853
Tesla,Model X,2025,Standard,561.0,470.0,5.59,175.0,6399064.25,Premium,87.6691
Toyota,bZ4X,2024,Long Range,560.0,505.0,4.88,179.0,4649798.54,Mid-range,120.4353
Audi,e-tron GT,2023,Premium,560.0,546.0,5.05,173.0,7371445.13,Premium,75.9688
Ford,E-Transit,2025,Long Range,560.0,508.0,4.45,181.0,4559283.7,Mid-range,122.8263
Tesla,Model S,2023,Long Range,559.0,488.0,4.31,182.0,6919871.28,Premium,80.7818
Polestar,2,2025,Base,558.0,508.0,6.18,155.0,7658264.29,Premium,72.8625
Mercedes,EQS,2024,Base,558.0,450.0,6.45,153.0,9341646.0,Luxury,59.7325
BYD,Dolphin,2025,Base,558.0,507.0,6.37,148.0,4351498.12,Mid-range,128.2317
Hyundai,Ioniq 6,2023,Standard,558.0,506.0,5.32,179.0,4454089.57,Mid-range,125.2781
Hyundai,Kona Electric,2024,Performance,556.0,549.0,3.86,193.0,4195191.14,Mid-range,132.5327
GM/Chevrolet,Bolt EV,2022,Long Range,556.0,481.0,4.7,179.0,4128563.14,Mid-range,134.6716
Tesla,Model S,2023,Premium,556.0,538.0,7.64,137.0,6396737.94,Premium,86.9193
Ford,Mustang Mach-E,2026,Premium,555.0,485.0,7.7,135.0,4742142.02,Mid-range,117.0357
Ford,Explorer EV,2024,Base,555.0,526.0,7.47,152.0,4487118.82,Mid-range,123.6874
Tesla,Model Y,2022,Premium,555.0,457.0,7.98,118.0,6205804.34,Premium,89.4324
BYD,Dolphin,2025,Performance,555.0,489.0,4.27,186.0,4452883.82,Mid-range,124.6383
Tesla,Model X,2022,Premium,554.0,483.0,7.96,130.0,6525782.18,Premium,84.894
Mercedes,GLE EV,2026,Performance,554.0,463.0,3.3,192.0,8730231.44,Luxury,63.4577
Ford,Explorer EV,2023,Base,553.0,507.0,6.86,143.0,4348711.73,Mid-range,127.1641
BYD,Dolphin,2025,Performance,553.0,436.0,4.02,189.0,4454398.51,Mid-range,124.147
Tesla,Model S,2023,Performance,553.0,487.0,4.31,180.0,6889677.68,Premium,80.265
Tesla,Model X,2025,Standard,552.0,541.0,5.35,170.0,6838933.06,Premium,80.7143
Tesla,Model S,2025,Premium,552.0,524.0,7.31,143.0,7026467.38,Premium,78.5601
Tesla,Model 3,2022,Premium,552.0,490.0,6.62,159.0,6234747.1,Premium,88.5361
Tesla,Model X,2022,Long Range,551.0,472.0,4.09,184.0,7121856.95,Premium,77.3675
Tesla,Model X,2024,Standard,551.0,541.0,5.73,164.0,6622867.63,Premium,83.1966
BMW,i3,2023,Premium,551.0,468.0,5.22,180.0,6803723.62,Premium,80.9851
GM/Chevrolet,Bolt EUV,2025,Premium,551.0,486.0,5.42,159.0,4007904.81,Mid-range,137.4783
Kia,Picanto EV,2026,Long Range,550.0,484.0,5.36,168.0,4473079.14,Mid-range,122.9578
BMW,i5,2025,Premium,550.0,514.0,6.21,161.0,6654638.54,Premium,82.6491
BMW,i4,2024,Performance,550.0,495.0,4.06,195.0,6916131.32,Premium,79.5242
BYD,Qin,2025,Standard,547.0,460.0,5.93,161.0,4362986.06,Mid-range,125.3729
BYD,Dolphin,2024,Long Range,546.0,469.0,4.53,175.0,4303425.5,Mid-range,126.8757
Tesla,Model X,2024,Base,546.0,448.0,6.81,152.0,6542381.98,Premium,83.4558
Toyota,bZ Compact SUV,2024,Standard,545.0,473.0,6.48,151.0,4435937.5,Mid-range,122.8602
Hyundai,Ioniq 5,2020,Standard,545.0,452.0,5.57,171.0,4227659.28,Mid-range,128.9129
Tesla,Model 3,2022,Premium,544.0,487.0,6.2,162.0,6516188.86,Premium,83.4844
BYD,Seagull,2024,Premium,544.0,486.0,5.31,167.0,4277426.94,Mid-range,127.1793
Ford,F-150 Lightning,2025,Premium,543.0,481.0,8.0,137.0,4446078.58,Mid-range,122.1301
Audi,e-tron GT,2024,Base,543.0,447.0,5.68,169.0,7201309.7,Premium,75.403
Tesla,Model X,2025,Standard,542.0,467.0,6.77,146.0,7185169.99,Premium,75.4331
BYD,Qin,2024,Standard,542.0,509.0,6.11,167.0,3895818.58,Mid-range,139.1235
Tesla,Model S,2024,Performance,542.0,558.0,4.29,186.0,6504471.31,Premium,83.3273
Ford,Mustang Mach-E,2026,Long Range,541.0,487.0,5.19,173.0,4441661.42,Mid-range,121.8013
Kia,Niro EV,2025,Base,541.0,502.0,6.27,160.0,4597211.07,Mid-range,117.68
Tesla,Model 3,2025,Standard,541.0,464.0,5.85,147.0,6048436.06,Premium,89.4446
Volkswagen,ID. Buzz,2025,Performance,541.0,402.0,4.1,183.0,4798092.86,Mid-range,112.7531
Ford,Mustang Mach-E,2025,Standard,541.0,501.0,6.05,157.0,4679514.51,Mid-range,115.6103
BYD,Seagull,2025,Long Range,540.0,454.0,5.58,156.0,4090709.26,Mid-range,132.0064
Mercedes,GLE EV,2022,Long Range,539.0,494.0,5.74,157.0,8351431.19,Luxury,64.5398
GM/Chevrolet,Equinox EV,2025,Long Range,538.0,549.0,4.58,180.0,4157503.41,Mid-range,129.4046
Volkswagen,ID.3,2023,Premium,536.0,511.0,5.78,156.0,4827752.9,Mid-range,111.0247
BMW,iX,2025,Base,535.0,453.0,6.59,150.0,6354258.15,Premium,84.1955
BYD,Atto 3,2024,Long Range,535.0,460.0,4.47,182.0,3993254.74,Mid-range,133.9759
Mercedes,EQS,2025,Standard,535.0,532.0,6.79,150.0,8295583.88,Premium,64.4921
Mercedes,EQS,2024,Premium,534.0,467.0,6.47,153.0,8318727.58,Premium,64.1925
Volkswagen,ID.3,2025,Standard,534.0,464.0,6.33,143.0,4503499.02,Mid-range,118.5745
BYD,Seagull,2023,Base,534.0,449.0,7.42,142.0,4372154.35,Mid-range,122.1366
BYD,Seagull,2024,Long Range,534.0,505.0,4.91,177.0,4289446.77,Mid-range,124.4916
Tesla,Model X,2024,Performance,533.0,444.0,4.29,182.0,6658577.24,Premium,80.0471
Kia,EV9,2023,Standard,533.0,490.0,6.21,166.0,4641928.66,Mid-range,114.823
Kia,Niro EV,2024,Performance,533.0,497.0,3.39,194.0,4316747.93,Mid-range,123.4726
Kia,Picanto EV,2024,Premium,531.0,469.0,5.39,159.0,4684055.24,Mid-range,113.3633
Audi,e-tron,2025,Base,531.0,499.0,6.41,165.0,7045789.28,Premium,75.3642
Kia,EV9,2023,Base,531.0,442.0,6.72,152.0,4351022.18,Mid-range,122.0403
Volkswagen,ID.3,2022,Base,530.0,526.0,5.95,160.0,4476824.11,Mid-range,118.3875
Hyundai,Ioniq 5,2023,Long Range,530.0,474.0,5.85,174.0,4304683.85,Mid-range,123.1217
BYD,Atto 3,2022,Base,529.0,492.0,5.54,160.0,4110395.22,Mid-range,128.6981
Kia,Picanto EV,2026,Standard,528.0,451.0,5.52,158.0,4558398.6,Mid-range,115.8302
Tesla,Model S,2025,Standard,528.0,494.0,6.39,154.0,6280244.58,Premium,84.0732
BMW,i4,2023,Long Range,528.0,453.0,5.84,159.0,6419036.62,Premium,82.2553
Tesla,Model X,2025,Base,528.0,501.0,5.58,156.0,6096805.1,Premium,86.6027
Ford,F-150 Lightning,2025,Performance,526.0,443.0,2.55,200.0,4658449.97,Mid-range,112.9131
NIO,EL8,2024,Premium,526.0,465.0,7.2,143.0,5704904.54,Premium,92.2014
BYD,Atto 3,2025,Base,525.0,432.0,5.93,158.0,3306923.14,Mid-range,158.7578
Kia,Niro EV,2021,Performance,525.0,467.0,3.85,197.0,4323960.66,Mid-range,121.4165
BMW,i7,2021,Base,524.0,510.0,6.06,160.0,6382018.56,Premium,82.1057
Ford,F-150 Lightning,2024,Long Range,523.0,469.0,4.35,183.0,4592280.4,Mid-range,113.8868
NIO,ET6,2025,Standard,523.0,459.0,5.79,156.0,5857707.86,Premium,89.2841
Fisker,Ocean,2025,Long Range,523.0,477.0,4.14,186.0,5566147.58,Premium,93.9609
BYD,Qin,2023,Base,523.0,464.0,6.62,156.0,4285379.49,Mid-range,122.0429
BMW,i5,2024,Performance,523.0,468.0,3.49,192.0,6404148.56,Premium,81.6658
GM/Chevrolet,Blazer EV,2026,Standard,522.0,467.0,5.82,170.0,3987070.72,Mid-range,130.9232
Tesla,Model 3,2026,Base,522.0,481.0,6.51,147.0,6747504.74,Premium,77.3619
Tesla,Model 3,2025,Standard,522.0,442.0,7.73,130.0,6472028.22,Premium,80.6548
BYD,Qin,2025,Premium,522.0,494.0,6.76,156.0,3970247.98,Mid-range,131.4779
Hyundai,Ioniq,2024,Base,521.0,483.0,7.53,138.0,4198093.6,Mid-range,124.104
BYD,Seagull,2021,Base,521.0,468.0,5.94,169.0,4490868.81,Mid-range,116.0132
GM/Chevrolet,Bolt EV,2021,Performance,521.0,455.0,2.76,200.0,3962480.81,Mid-range,131.4833
NIO,EL8,2023,Standard,521.0,458.0,5.86,162.0,5480770.5,Premium,95.0596
Tesla,Cybertruck,2024,Performance,520.0,388.0,4.15,179.0,5710976.65,Premium,91.0527
BYD,Qin,2021,Standard,520.0,490.0,7.74,133.0,3969735.29,Mid-range,130.9911
Volkswagen,ID.5,2025,Standard,518.0,517.0,6.0,163.0,5028248.92,Mid-range,103.018
BYD,Qin,2023,Performance,518.0,459.0,4.26,193.0,4547199.58,Mid-range,113.9163
BYD,Seagull,2025,Long Range,518.0,453.0,4.72,177.0,4448593.6,Mid-range,116.4413
Ford,Explorer EV,2024,Base,517.0,412.0,7.58,137.0,4522487.76,Mid-range,114.3176
Hyundai,Ioniq 5,2025,Long Range,517.0,482.0,4.13,183.0,4251461.78,Mid-range,121.6052
Kia,EV9,2026,Standard,517.0,461.0,6.34,158.0,4369126.65,Mid-range,118.3303
BYD,Dolphin,2022,Long Range,517.0,391.0,4.97,173.0,3646580.27,Mid-range,141.7767
Mercedes,EQC,2026,Performance,517.0,476.0,3.61,196.0,9022407.96,Luxury,57.3018
GM/Chevrolet,Blazer EV,2024,Premium,515.0,479.0,6.64,148.0,3817873.0,Mid-range,134.8919
BYD,Seagull,2024,Standard,515.0,469.0,7.36,136.0,4491687.94,Mid-range,114.6562
NIO,EL6,2022,Standard,514.0,452.0,7.3,147.0,5799277.07,Premium,88.6317
Ford,F-150 Lightning,2026,Base,514.0,472.0,7.42,137.0,4364271.12,Mid-range,117.7745
BYD,Dolphin,2026,Long Range,512.0,489.0,4.89,181.0,4125851.9,Mid-range,124.0956
BYD,Atto 3,2023,Long Range,512.0,464.0,4.75,184.0,4087697.41,Mid-range,125.2539
Ford,E-Transit,2023,Standard,511.0,461.0,7.05,148.0,4441394.22,Mid-range,115.054
Toyota,bZ Compact SUV,2023,Premium,511.0,481.0,6.21,169.0,4355442.66,Mid-range,117.3245
Tesla,Model 3,2025,Base,510.0,448.0,6.65,149.0,5848232.28,Premium,87.2058
Audi,e-tron GT,2021,Base,510.0,457.0,5.32,157.0,6706049.5,Premium,76.0507
BYD,Qin,2023,Long Range,510.0,435.0,4.29,184.0,4371705.12,Mid-range,116.6593
Kia,Picanto EV,2020,Performance,509.0,422.0,3.23,200.0,4273709.53,Mid-range,119.1003
Fisker,Ronin,2024,Premium,509.0,469.0,5.69,169.0,5632628.6,Premium,90.3663
Hyundai,Kona Electric,2023,Long Range,509.0,436.0,4.75,175.0,4122977.0,Mid-range,123.4545
Volkswagen,ID. Buzz,2025,Long Range,508.0,499.0,5.3,171.0,4390427.5,Mid-range,115.7063
Audi,Q4 e-tron,2022,Base,508.0,487.0,7.48,135.0,7071589.95,Premium,71.8367
Tesla,Model Y,2025,Long Range,508.0,430.0,4.5,183.0,5716549.44,Premium,88.8648
Tesla,Cybertruck,2023,Base,507.0,445.0,5.5,165.0,5889418.66,Premium,86.0866
Mercedes,GLE EV,2022,Premium,505.0,508.0,5.52,166.0,7828245.24,Premium,64.51
Toyota,bZ4X,2023,Base,505.0,443.0,7.84,133.0,4473852.34,Mid-range,112.8781
Tesla,Model 3,2024,Long Range,505.0,433.0,4.74,177.0,6152134.71,Premium,82.0853
Audi,Q4 e-tron,2025,Base,505.0,432.0,7.13,148.0,6654035.68,Premium,75.8938
BYD,Yuan Plus,2023,Long Range,505.0,466.0,4.32,179.0,3681056.58,Mid-range,137.1889
Ford,Mustang Mach-E,2022,Standard,505.0,476.0,5.42,162.0,4718898.96,Mid-range,107.0165
Volkswagen,ID.3,2024,Performance,504.0,466.0,2.73,200.0,4474840.99,Mid-range,112.6297
Hyundai,i30,2022,Base,503.0,465.0,7.28,139.0,4380161.17,Mid-range,114.836
Kia,Sportage EV,2023,Base,503.0,431.0,5.67,168.0,3956634.98,Mid-range,127.1282
Tesla,Model 3,2025,Base,502.0,416.0,6.0,158.0,5813792.71,Premium,86.3464
Ford,Mustang Mach-E,2024,Base,502.0,432.0,5.13,181.0,4352058.41,Mid-range,115.3477
Tesla,Model 3,2025,Standard,502.0,509.0,6.73,144.0,5954957.81,Premium,84.2995
Kia,Niro EV,2025,Performance,501.0,445.0,3.28,200.0,4348888.75,Mid-range,115.2018
GM/Chevrolet,Silverado EV,2025,Premium,501.0,394.0,7.47,135.0,3913425.4,Mid-range,128.0208
Tesla,Model X,2023,Standard,501.0,445.0,7.79,128.0,5659029.64,Premium,88.5311
Ford,E-Transit,2023,Base,500.0,462.0,6.52,156.0,4263249.48,Mid-range,117.2814
Volkswagen,ID.3,2025,Performance,500.0,497.0,3.21,200.0,4369243.54,Mid-range,114.4363
Tesla,Cybertruck,2026,Performance,498.0,438.0,3.65,189.0,5861746.76,Premium,84.9576
GM/Chevrolet,Bolt EV,2022,Base,498.0,426.0,7.29,145.0,3711872.26,Mid-range,134.1641
Hyundai,Ioniq 5,2025,Long Range,496.0,428.0,4.53,187.0,4141222.58,Mid-range,119.7714
Ford,E-Transit,2026,Performance,496.0,444.0,3.27,197.0,4397613.5,Mid-range,112.7884
Audi,Q4 e-tron,2025,Base,495.0,468.0,5.44,166.0,6842106.06,Premium,72.3461
Tesla,Cybertruck,2024,Long Range,495.0,479.0,4.79,179.0,5960263.4,Premium,83.05
Hyundai,Ioniq,2023,Long Range,494.0,456.0,4.64,175.0,4046396.64,Mid-range,122.0839
Volvo,C40 Recharge,2026,Long Range,493.0,456.0,5.73,165.0,5697611.64,Premium,86.5275
BYD,Yuan Plus,2023,Premium,493.0,472.0,6.41,156.0,3755248.0,Mid-range,131.2829
GM/Chevrolet,Blazer EV,2025,Long Range,493.0,430.0,5.22,168.0,3740655.54,Mid-range,131.7951
